Script,Last Status,Runs,Fails,First Run,Last Run,Avg Time(Success)
Outline,Success,12,0,2016-06-22 10:13:47 -0600,2016-06-22 10:32:46 -0600,0:00:04
NewConnection,Success,6,1,2016-06-22 09:53:56 -0600,2016-06-22 10:02:08 -0600,0:00:00
